time,0,1,2,3,4,5,6
2001/11/30,-0.81,-0.36,1.06,-0.27,-0.79,-0.58,-1.02
2001/12/31,-0.18,-0.95,0.84,0.05,-0.18,0.28,-0.45
2002/1/31,-0.92,-0.46,0.12,-0.53,-0.31,-0.54,-1.41
2002/2/28,-1.04,-0.36,-0.7,0.06,-0.59,-1.14,-1.38
2002/3/31,-0.67,-0.09,-0.19,-0.14,-0.51,-0.13,-1.01
2002/4/30,-1.13,-0.25,-0.74,-1.2,-1.15,-0.47,-0.65
2002/5/31,0.15,-0.34,1.19,0.67,-0.02,0.66,-0.82
2002/6/30,0.08,-0.57,0.08,0.68,-0.03,0.52,-0.86
2002/7/31,0.78,0.28,0.71,1.63,0.92,0.76,-1.97
2002/8/31,0.67,-0.45,-0.42,0.74,0.99,1.06,-1.02
2002/9/30,1.17,-0.86,0.19,0.24,1.37,1.68,-0.24
2002/10/31,0.27,-1.73,-1.05,-0.76,0.42,1.47,0.25
2002/11/30,-0.14,-1.51,-0.86,-0.05,-0.23,0.69,-0.09
2002/12/31,-0.23,-0.54,-0.41,1.28,-0.62,-0.16,-0.41
2003/1/31,0.82,-0.14,0.54,2.12,0.01,0.5,0.2
2003/2/28,1.13,-1.81,0.36,1.75,0.77,1.23,-0.08
2003/3/31,1.01,-1.74,0.08,1.78,0.55,1.04,0.21
2003/4/30,-0.23,-1.72,-0.84,-0.23,-0.08,0.36,-0.02
2003/5/31,-0.2,-0.19,-0.89,-0.99,0.36,0.14,0.37
2003/6/30,-0.62,1.35,-0.42,-1.12,-0.38,-0.26,-0.17
2003/7/31,-0.9,0.49,-0.77,-1.38,-0.87,-0.6,0.59
2003/8/31,-1.46,0.93,-1.54,-1.78,-1.35,-1.1,0.31
2003/9/30,-1.16,0.62,-2.48,-1.76,-0.73,-0.3,0.65
2003/10/31,-0.98,1.38,-1.78,-1.62,-0.62,-0.66,0.63
2003/11/30,-1.07,0.27,-1.86,-1.46,-0.64,-0.67,-0.26
2003/12/31,-1.45,-0.19,-1.51,-1.94,-1.33,-1.55,-0.43
2004/1/31,-1.52,-0.7,-0.87,-1.39,-1.23,-1.02,-1.31
2004/2/29,-0.8,-0.97,-0.24,-0.66,-0.19,0.65,-1.28
2004/3/31,-0.91,-0.31,-0.84,-0.97,-0.17,0.04,-1.02
2004/4/30,-0.09,-0.16,0.38,0.74,0.07,-0.33,-0.73
2004/5/31,0.5,1.25,1.39,1.97,0.12,-0.22,-0.28
2004/6/30,0.62,0.9,1.03,1.4,-0.21,0.33,0.43
2004/7/31,0.4,1.17,0.16,0.57,-0.33,0.63,0.67
2004/8/31,-0.65,0.3,-0.99,-1.13,-0.69,0.06,0.52
2004/9/30,-1.36,0.3,-0.68,-0.71,-1,-1.48,-0.99
2004/10/31,-2.3,-0.3,-0.89,-1.24,-2.01,-2.29,-2.04
2004/11/30,-2.19,-0.5,-0.67,-0.82,-2.35,-2.49,-2.12
2004/12/31,-2.05,-1.02,-1.13,-1.58,-2.1,-1.95,-1.94
2005/1/31,-1.7,-1.32,-0.74,-1.04,-1.67,-1.4,-1.75
2005/2/28,-1.82,0.38,0.12,-1.44,-2.03,-1.51,-1.64
2005/3/31,-0.93,1.09,1.54,-0.2,-1.67,-1.39,-1.18
2005/4/30,-0.98,1.02,1.07,-0.48,-1.32,-0.99,-1.09
2005/5/31,-1.28,-0.22,-0.96,-1.22,-1.34,-0.96,-0.98
2005/6/30,-1.35,0.11,-1.77,-1.1,-1.12,-1.02,-1.26
2005/7/31,-0.97,0.24,-1.9,-0.83,-0.37,-0.82,-0.6
2005/8/31,-0.11,1.35,-1.21,0.5,0.55,-1,-1.02
2005/9/30,0.54,0.65,-1.03,0.72,1.17,-0.42,-0.28
2005/10/31,-0.52,1.08,-0.54,0.21,0.24,-1.12,-0.97
2005/11/30,-0.5,-0.83,-0.94,-0.38,-0.22,-0.45,-0.07
2005/12/31,-0.46,0.71,-0.24,-0.59,-0.49,-0.79,0.29
2006/1/31,0.15,-2,-1.12,-0.27,0.37,0.3,0.79
2006/2/28,0.21,-1.19,-0.9,-0.28,0.65,-0.13,1.04
2006/3/31,-0.6,-0.55,-1.77,-1.31,-0.55,0.63,0.38
2006/4/30,0.31,-0.07,-0.97,-0.15,0.29,0.59,0.76
2006/5/31,-0.14,-0.54,-0.13,-0.23,-0.39,-0.15,0.53
2006/6/30,-0.8,0.03,-0.88,-0.83,-1.02,-0.94,0.51
2006/7/31,-0.67,-0.81,-0.95,-0.74,-0.34,-0.89,0.53
2006/8/31,0.32,-1.12,-1.8,-0.2,0.8,0.23,1.44
2006/9/30,0.62,-1.64,-1.3,0.07,1.2,0.01,1.35
2006/10/31,0.43,-1.44,-0.26,0.41,0.66,0.36,0.27
2006/11/30,-1.04,-1.5,0.14,-0.77,-0.64,-0.65,-1.16
2006/12/31,-0.61,-0.54,0.53,-0.12,-0.3,0.31,-1.35
2007/1/31,-1.57,-0.45,-0.92,-1.49,-1.32,-1.24,-1.23
2007/2/28,-0.77,-1.27,-0.02,-1.22,-0.26,-0.44,-0.08
2007/3/31,0.04,-1.46,-0.79,-1.72,1.12,0.14,1.2
2007/4/30,0.16,-0.43,0.27,-0.38,0.07,-0.45,1.04
2007/5/31,0.51,0.51,0.79,-0.16,0.05,0.11,1.45
2007/6/30,-0.24,-0.42,-0.03,-0.29,-1,-0.34,1.18
2007/7/31,-0.59,-0.58,-0.26,-0.84,-1.05,-0.59,1.42
2007/8/31,-0.53,-0.06,-0.85,-1.65,-0.27,0.02,1.1
2007/9/30,-0.18,0.14,0.46,-1.08,0,-0.02,0.56
2007/10/31,1.43,0.19,0.31,0.1,1.61,1.41,0.38
2007/11/30,0.96,-0.98,0.31,0.83,1.38,0.78,0
2007/12/31,1.19,-0.5,-0.14,0.47,1.71,1.49,0.13
2008/1/31,0.29,0.63,0.3,-0.35,1.2,0.4,-0.19
2008/2/29,-0.01,0.86,0.52,0.72,0.11,-0.84,-0.58
2008/3/31,1.02,1.43,0.96,1.06,1.24,-0.1,0.55
2008/4/30,0.71,0.48,-0.19,0.95,0.07,0.51,0.86
2008/5/31,0.94,1.39,0.43,0.09,0.89,0.88,1.2
2008/6/30,0.7,0.64,0.27,0.58,0.18,0.84,0.98
2008/7/31,0.42,0.33,0.6,1.09,-0.12,0.08,0.2
2008/8/31,-0.43,0.29,0.56,1.26,-1.11,-0.75,-1.2
2008/9/30,-0.17,0.13,0.6,0.82,-1.11,0.07,-0.21
2008/10/31,0.27,0.63,0.62,-0.11,-0.48,0.72,0.63
2008/11/30,1.04,-0.05,0.18,0.55,0.46,1.32,1.14
2008/12/31,0.84,0.42,0.18,0.61,0.7,0.84,0.85
2009/1/31,0.69,-1.31,-0.85,-0.07,0.89,1.19,0.96
2009/2/28,-0.56,-0.74,-1.4,-1.64,0.4,-0.04,0.64
2009/3/31,0.4,-0.82,-1.5,-1.31,1.06,1.18,1.18
2009/4/30,1,-0.97,-1.12,-0.74,1.73,0.85,1.58
2009/5/31,0.9,-0.37,-0.38,-0.24,1.15,0.81,1.51
2009/6/30,-0.08,0.47,-0.45,-0.62,-0.06,0.09,0.79
2009/7/31,-0.05,1.14,-0.54,-0.25,-0.16,0.39,0.27
2009/8/31,-0.9,0.81,-0.83,-0.85,-0.67,-0.5,-0.94
2009/9/30,0.71,-0.04,-0.99,-0.64,1.26,0.72,0.87
2009/10/31,-0.36,-0.33,-1.43,-1.25,0.74,-0.35,0.22
2009/11/30,-0.06,-0.81,-1.83,-1.25,1.28,-0.02,-0.01
2009/12/31,-1.15,1.41,-1.89,-1.43,-0.38,-1.1,-0.92
2010/1/31,-0.58,-0.08,-1.48,-0.94,0.12,0.52,-0.44
2010/2/28,0.1,-0.81,-2.11,-0.26,0.79,1.78,0.14
2010/3/31,-0.32,0.26,-1.05,-0.55,-0.03,0.27,0
2010/4/30,-1.16,1.66,0.08,-1.2,-1.14,-1.2,-0.71
2010/5/31,-1.41,2.06,-0.46,-1.64,-1.23,-1.54,-1.02
2010/6/30,-1.44,1.21,-0.82,-1.6,-1.52,-1.14,-0.82
2010/7/31,-1.42,-0.27,-1.07,-1.4,-1.4,-0.84,-0.83
2010/8/31,-0.43,-0.14,-0.8,-0.4,-0.83,0.59,0.24
2010/9/30,-0.21,0.26,-0.71,0.3,-0.68,0.34,-0.25
2010/10/31,1.14,0.72,-0.03,0.37,0.61,1.31,1.08
2010/11/30,0.75,0.86,0.12,-0.35,0.89,0.71,0.9
2010/12/31,1.3,0.21,0.74,-0.32,1.42,1.33,1.26
2011/1/31,0.44,1.08,0.76,-0.39,1.03,-0.32,0.52
2011/2/28,0.32,0.27,0.64,0.39,-0.31,0.75,0.24
2011/3/31,0.92,1.34,1.12,1.18,0.13,0.01,0.8
2011/4/30,0.74,0.36,0.58,1.11,-0.32,0.17,1.07
2011/5/31,0.72,0.23,0.78,1.01,0.21,0.24,1.05
2011/6/30,0.63,-1.22,-0.47,0.58,0.83,0.57,0.77
2011/7/31,0.6,0.26,-1.05,0.39,1.03,0.7,0.38
2011/8/31,0.11,-0.71,-1.79,0.02,0.43,0.78,0.08
2011/9/30,0.89,-0.39,-1.55,0.21,0.78,1.51,0.66
2011/10/31,0.65,-1.32,-1.28,-0.47,1.03,1.42,0.3
2011/11/30,0.73,-0.09,-1.09,-0.43,1.54,1.27,-0.29
2011/12/31,-0.42,-0.73,-1.55,-1.59,0.89,0.1,-0.61
2012/1/31,0.01,-0.92,-0.56,-0.7,0.96,0.03,0.14
2012/2/29,0.47,-0.15,-0.35,-0.38,0.39,0.36,1.32
2012/3/31,0.34,0.14,-0.5,-0.87,0.4,-0.03,1.51
2012/4/30,-0.25,0.82,-1.5,-1.42,0.62,-0.64,1.01
2012/5/31,0.17,-0.62,-0.72,-0.31,0.68,0.09,0.63
2012/6/30,-0.2,0.97,-0.39,-0.62,0.69,-0.48,-0.17
2012/7/31,-0.18,1.37,0.37,0.2,0.13,-0.6,-0.86
2012/8/31,-1.05,1.13,-0.23,-0.62,-0.46,-1.13,-2.06
2012/9/30,-0.62,0.17,-0.37,-0.38,-1.02,-0.49,0.55
2012/10/31,-1.51,-0.53,-1.45,-1.38,-1.54,-0.97,-0.08
2012/11/30,-0.77,-0.45,-1.42,-0.7,-1.21,-0.87,0.81
2012/12/31,-0.97,0.63,-1.87,-0.19,-1.03,-0.95,-0.53
2013/1/31,-0.02,-0.96,-1.58,0.72,-0.37,0.22,0.36
2013/2/28,-0.89,-0.9,-1.92,0.12,-0.8,-0.78,-0.4
2013/3/31,-0.97,-0.37,-1.94,-0.28,-0.3,-1.16,-0.43
2013/4/30,-0.41,-0.04,-1.51,-1.07,0.51,-0.71,0.55
2013/5/31,-0.55,0.75,-1.33,-1.26,0.12,-0.73,0.56
2013/6/30,-0.55,-0.25,-1.54,-1.37,0.07,-0.68,1.2
2013/7/31,0.13,0.93,-1.22,-0.38,0.26,0.02,1.34
2013/8/31,0.03,-0.23,-0.93,-0.07,0,-0.21,1.23
2013/9/30,1.33,0.21,-0.01,0.42,1.31,1.26,1.08
2013/10/31,0.34,-0.46,-0.31,-0.34,0.96,0.38,-0.16
2013/11/30,1.08,0.62,-0.96,0.03,1.49,1.2,0.56
2013/12/31,0.47,0.34,-0.66,1.37,0.46,0.13,0.22
2014/1/31,0.7,-1.22,-1.44,1,0.71,1.05,0.71
2014/2/28,0.19,-0.57,-0.93,0.91,0.16,0.7,-0.32
2014/3/31,-1.94,-1.33,-1.37,-1.45,-1.82,-1.34,-1.28
2014/4/30,-0.67,-1.58,-1.59,-0.75,0.11,-0.46,-0.14
2014/5/31,-1.16,-1,-1.89,-1.15,-0.67,-1.05,-0.62
2014/6/30,-0.59,0.61,-1.16,-1.01,0.35,-0.56,-0.36
2014/7/31,-0.14,0.29,-0.41,-0.63,0.7,-0.04,-0.32
2014/8/31,0.58,1.31,0.1,0.1,0.75,0.43,0.05
2014/9/30,-0.24,1.1,-0.69,0.03,-0.13,-0.16,-0.73
2014/10/31,-1.72,0.99,-1.61,-1.02,-1.62,-1.38,-1.17
2014/11/30,-1.59,-1.64,-1.77,-1,-1.56,-1.34,-1
2014/12/31,-1.05,-2.04,-1.81,-1.07,-0.96,-0.94,-0.18
2015/1/31,0.08,-0.09,0.9,0.88,-0.28,-0.27,-0.17
2015/2/28,0.79,-1.3,1.03,0.74,0.72,0.96,0.34
2015/3/31,-0.29,-2.03,0.77,1.19,-0.74,-0.23,-1.2
2015/4/30,-1.27,-1.34,-0.5,0.07,-1.46,-1.29,-1.34
2015/5/31,-1.68,-0.54,-1.32,-1.02,-1.69,-1.89,-1.69
2015/6/30,-2,-0.6,-1.94,-1.68,-1.6,-2.26,-1.98
2015/7/31,-1.63,-2,-2.2,-1.39,-0.57,-0.95,-2.31
2015/8/31,-0.94,-1.2,-1.6,-0.21,-0.23,-0.56,-1.59
2015/9/30,-0.47,-1.16,-0.19,0.73,-0.39,-0.38,-1.23
2015/10/31,-0.95,0.16,0,0.09,-1.02,-0.99,-0.86
2015/11/30,-0.87,-1.25,-0.24,-0.38,-0.83,-0.62,-0.64
2015/12/31,-0.02,-1,0.4,1.13,-0.16,0.22,-0.55
2016/1/31,0.55,-0.53,0.7,1.68,0.22,0.39,-0.18
2016/2/29,0.62,-0.2,1.39,1.59,0.14,-0.32,-0.8
2016/3/31,-1.58,-0.77,0.17,-0.76,-1.49,-1.47,-1.61
2016/4/30,-2.44,0.03,-0.12,-2.1,-2.29,-2.25,-2.39
2016/5/31,-1.58,-0.1,-0.23,-1.57,-1.44,-1.53,-1.52
2016/6/30,-1.08,0.57,-0.07,-1.17,-1.03,-0.86,-0.92
2016/7/31,-0.79,0.54,-0.2,-0.96,-1,-0.41,0.18
2016/8/31,-0.86,-0.83,-0.83,-1.01,-0.74,-0.28,0.17
2016/9/30,-0.62,-0.49,-1.04,-1.05,-0.1,-0.02,-0.22
2016/10/31,0.28,-0.76,-1.13,-0.62,0.82,0.22,0.88
2016/11/30,1.14,1.65,-0.48,0.49,1,0.73,1.34
2016/12/31,1.45,0.26,-0.38,0.57,1.21,0.76,2.01
2017/1/31,1.94,-1.5,0.04,1.69,1.71,1.45,1.8
2017/2/28,1.85,-1.73,-0.67,0.33,2.29,0.99,2.23
2017/3/31,1.63,-1.18,0.5,0.62,1.87,1.35,1.71
2017/4/30,0.83,0.04,1.08,-0.46,1.19,0.36,1.15
2017/5/31,0.89,-0.32,0.34,-0.62,1.25,0.87,1.44
2017/6/30,-0.12,0.18,-0.91,-0.97,-0.02,0.51,0.91
2017/7/31,0.97,-0.54,-1.06,-0.44,0.99,1.89,1.35
2017/8/31,0.53,0.02,-0.35,0.11,-0.15,1.62,0.85
2017/9/30,0.45,-0.36,0.23,0.78,-0.17,0.85,-0.01
2017/10/31,-0.56,0.2,-0.01,1.13,-1.11,-0.58,-0.69
2017/11/30,0.12,0.18,-0.47,0.94,0.34,-0.22,-0.17
2017/12/31,1.12,0.08,-0.2,1.28,1.08,0.82,0.86
2018/1/31,1.26,-1.67,-0.28,0.76,1.4,0.72,1.39
2018/2/28,0.87,-0.91,-0.78,0.93,0.52,0.72,1.15
2018/3/31,0.26,0.05,-0.45,0.58,0.11,-0.16,0.59
2018/4/30,-0.4,0.32,-1.17,0.36,-0.45,-0.49,-0.24
2018/5/31,-0.39,-0.43,-0.57,-0.15,-0.59,-0.39,0.11
2018/6/30,0.01,-0.08,0.46,0.44,-0.16,-0.32,0.05
2018/7/31,1.54,0.57,0.49,0.69,2.14,1.33,0.53
2018/8/31,2.25,0.98,0.79,1.67,2.4,1.59,0.8
2018/9/30,1.57,1.42,-0.28,1.2,1.92,0.64,0.54
2018/10/31,-0.92,1.33,0.25,0.69,-1.07,-1.72,-0.54
2018/11/30,-1.63,1.69,-0.69,-0.8,-2.15,-1.91,-0.84
2018/12/31,-0.69,1.23,0.13,0.36,-1.25,-0.77,-0.37
2019/1/31,0.39,1.18,0.1,1.37,-0.44,-0.03,0.34
2019/2/28,0.78,1.17,1.15,1.54,-0.33,-0.68,0.24
2019/3/31,-1.04,0.15,-0.09,-0.32,-1.25,-1.51,-0.54
2019/4/30,-1.8,-0.67,-1.46,-2.27,-1.03,-1.34,-0.86
2019/5/31,-1.52,-0.02,-2.12,-2.16,-0.86,-0.84,-0.68
2019/6/30,-1.99,-0.33,-2.24,-2.22,-1.64,-1.57,-1.09
2019/7/31,-2.11,0.2,-2.02,-2.52,-1.56,-1.82,-1.51
2019/8/31,-1.81,-0.44,-2.12,-2.33,-0.87,-0.9,-1.54
2019/9/30,-0.88,0.19,-1.82,-2.39,0.5,0.25,0.03
2019/10/31,-1.13,0.36,-1.9,-2.18,0.15,-0.05,-0.66
2019/11/30,-1.56,1.47,-1.63,-2.53,-0.56,-1.17,-0.73
2019/12/31,-1.61,0.98,-1.37,-1.48,-1.31,-1.38,-1.53
2020/1/31,-1.24,1.24,-0.21,-1.35,-0.74,-1.23,-1.12
2020/2/29,-1.85,0.6,0.35,-1.38,-1.81,-1.88,-1.82
2020/3/31,-2,-1.29,-0.55,-1.93,-1.2,-1.34,-1.78
2020/4/30,-1.46,-1.81,-0.73,-0.47,-1.43,-1.35,-1.36
2020/5/31,-1.72,-0.3,-1.25,-1.59,-1.76,-1.49,-1.55
2020/6/30,-1.9,1.3,-1.62,-1.66,-2.22,-2.03,-0.93
2020/7/31,-2.22,2.32,-1.83,-2.45,-2.31,-2.26,-0.74
2020/8/31,-1.74,0.86,-0.86,-1.21,-1.87,-1.69,-0.36
2020/9/30,-1.14,0.78,0.66,-0.49,-1.49,-0.77,-0.92
2020/10/31,1.69,-0.9,0.38,0.32,1.73,1.71,0.74
2020/11/30,1.58,0,-0.77,-0.82,1.99,1.93,0.91
2020/12/31,1.56,-1.61,-1.19,-1.23,2.21,2.12,0.93
